ticker,filing,filing_date,form,o_sentence,p_sentence,CCE,cce_raw,weight,severity_hits,numeric_hits
BBBY,BBBY-2022-12-20-000-X05,2022-11-15,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X05,2022-11-15,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X06,2022-11-08,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,0.9800965274695111,0.9900482637347556,1.07,2,1
BBBY,BBBY-2022-12-20-000-X06,2022-11-08,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,0.9800965274695111,0.9900482637347556,1.07,1,1
BBBY,BBBY-2022-12-20-000-X07,2022-11-01,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X07,2022-11-01,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X08,2022-10-25,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,0.9866430283241138,0.9933215141620569,1.07,2,1
BBBY,BBBY-2022-12-20-000-X08,2022-10-25,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,0.9866430283241138,0.9933215141620569,1.07,1,1
BBBY,BBBY-2022-12-20-000-X09,2022-10-18,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X09,2022-10-18,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X10,2022-10-11,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X10,2022-10-11,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X11,2022-10-04,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X11,2022-10-04,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X12,2022-09-27,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X12,2022-09-27,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X13,2022-09-20,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X13,2022-09-20,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X14,2022-09-13,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X14,2022-09-13,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X15,2022-09-06,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,0.9827153137557114,0.9913576568778557,1.07,2,1
BBBY,BBBY-2022-12-20-000-X15,2022-09-06,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,0.9827153137557114,0.9913576568778557,1.07,1,1
BBBY,BBBY-2022-12-20-000-X16,2022-08-30,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X16,2022-08-30,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-12-20-000-X17,2022-08-23,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,2,1
BBBY,BBBY-2022-12-20-000-X17,2022-08-23,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $150 million.,Management MAY incur additional borrowings subject to lender consent unless the leverage ratio exceeds 4.25x.,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X00,2022-11-20,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X00,2022-11-20,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.27205065858681715,0.23965322631215183,1.07,0,1
BBBY,BBBY-2022-11-20-000-X01,2022-11-13,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X01,2022-11-13,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.23960700905663077,0.22343140154705865,1.07,0,1
BBBY,BBBY-2022-11-20-000-X02,2022-11-06,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X02,2022-11-06,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.22425031377692595,0.21575305390720623,1.07,0,1
BBBY,BBBY-2022-11-20-000-X03,2022-10-30,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X03,2022-10-30,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.29557764092770844,0.2514167174825975,1.07,0,1
BBBY,BBBY-2022-11-20-000-X04,2022-10-23,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,0.9793630235314019,0.989681511765701,1.07,1,1
BBBY,BBBY-2022-11-20-000-X04,2022-10-23,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.20010722949391546,0.20368151176570098,1.07,0,1
BBBY,BBBY-2022-11-20-000-X05,2022-10-16,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X05,2022-10-16,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.27440536015765793,0.24083057709757222,1.07,0,1
BBBY,BBBY-2022-11-20-000-X06,2022-10-09,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X06,2022-10-09,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.2835022292338556,0.24537901163567105,1.07,0,1
BBBY,BBBY-2022-11-20-000-X07,2022-10-02,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,0.9873470581690401,0.9936735290845201,1.07,1,1
BBBY,BBBY-2022-11-20-000-X07,2022-10-02,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.20809126413155365,0.20767352908452008,1.07,0,1
BBBY,BBBY-2022-11-20-000-X08,2022-09-25,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X08,2022-09-25,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.22669997415749815,0.21697788409749233,1.07,0,1
BBBY,BBBY-2022-11-20-000-X09,2022-09-18,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X09,2022-09-18,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.2243336073431909,0.2157947006903387,1.07,0,1
BBBY,BBBY-2022-11-20-000-X10,2022-09-11,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X10,2022-09-11,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.25037368181974223,0.22881473792861437,1.07,0,1
BBBY,BBBY-2022-11-20-000-X11,2022-09-04,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X11,2022-09-04,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.23111391705375825,0.2191848555456224,1.07,0,1
BBBY,BBBY-2022-11-20-000-X12,2022-08-28,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X12,2022-08-28,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.289050184392267,0.24815298921487675,1.07,0,1
BBBY,BBBY-2022-11-20-000-X13,2022-08-21,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X13,2022-08-21,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.29245374967875176,0.24985477185811913,1.07,0,1
BBBY,BBBY-2022-11-20-000-X14,2022-08-14,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X14,2022-08-14,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.22552272506605753,0.21638925955177202,1.07,0,1
BBBY,BBBY-2022-11-20-000-X15,2022-08-07,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,1.0,1.0,1.07,1,1
BBBY,BBBY-2022-11-20-000-X15,2022-08-07,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.2891699937372193,0.2482128938873529,1.07,0,1
BBBY,BBBY-2022-11-20-000-X16,2022-07-31,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,0.9776571469320776,0.9888285734660388,1.07,1,1
BBBY,BBBY-2022-11-20-000-X16,2022-07-31,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.19840135289459118,0.20282857346603886,1.07,0,1
BBBY,BBBY-2022-11-20-000-X17,2022-07-24,10-Q, LIQUIDITY AND CAPITAL RESOURCES The Company MUST maintain a consolidated leverage ratio below 4.0x under its credit agreement.,Management MAY issue notes for ordinary course purposes. ,0.9806595518965854,0.9903297759482926,1.07,1,1
BBBY,BBBY-2022-11-20-000-X17,2022-07-24,10-Q,RISK FACTORS The borrower MUST keep minimum liquidity of $200 million.,Management MAY issue notes for ordinary course purposes. ,0.2014037578590989,0.2043297759482927,1.07,0,1
MPW,MPW-2023-05-15-000-X00,2023-05-15,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X00,2023-05-15,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X01,2023-05-08,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X01,2023-05-08,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X02,2023-05-01,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X02,2023-05-01,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X03,2023-04-24,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X03,2023-04-24,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X04,2023-04-17,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X04,2023-04-17,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X05,2023-04-10,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9993053365636508,0.9996526682818254,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X05,2023-04-10,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9993053365636508,0.9996526682818254,1.25,2,1
MPW,MPW-2023-05-15-000-X06,2023-04-03,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X06,2023-04-03,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X07,2023-03-27,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X07,2023-03-27,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X08,2023-03-20,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9802954248592313,0.9901477124296156,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X08,2023-03-20,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9802954248592313,0.9901477124296156,1.25,2,1
MPW,MPW-2023-05-15-000-X09,2023-03-13,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X09,2023-03-13,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X10,2023-03-06,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9869705357537486,0.9934852678768743,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X10,2023-03-06,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9869705357537486,0.9934852678768743,1.25,2,1
MPW,MPW-2023-05-15-000-X11,2023-02-27,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.985741046262297,0.9928705231311484,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X11,2023-02-27,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.985741046262297,0.9928705231311484,1.25,2,1
MPW,MPW-2023-05-15-000-X12,2023-02-20,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X12,2023-02-20,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X13,2023-02-13,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X13,2023-02-13,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X14,2023-02-06,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X14,2023-02-06,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X15,2023-01-30,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9844483851815882,0.9922241925907941,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X15,2023-01-30,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,0.9844483851815882,0.9922241925907941,1.25,2,1
MPW,MPW-2023-05-15-000-X16,2023-01-23,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X16,2023-01-23,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
MPW,MPW-2023-05-15-000-X17,2023-01-16,10-Q, CREDIT FACILITIES The borrower MUST maintain an interest coverage ratio above 3.0x across all secured loans.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.3599999999999999,4,1
MPW,MPW-2023-05-15-000-X17,2023-01-16,10-Q,LIQUIDITY AND CAPITAL RESOURCES The company MUST keep unrestricted cash of $50 million.,The borrower MAY incur secured debt subject to lender approval unless a default exists.,1.0,1.0,1.25,2,1
